timestep,flow,occupy,speed
5176,132,0.0551,58.4
5177,117,0.0456,62.6
5178,118,0.0473,60.4
5179,109,0.0455,62.4
5180,125,0.0567,59.5
5181,97,0.0439,60.5
5182,117,0.062,58.1
5183,115,0.0531,55.1
5184,111,0.0537,56.5
5185,117,0.0518,66.1
5186,94,0.0406,65.9
5187,78,0.0457,62.2
5188,93,0.0518,59.8
5189,86,0.0441,60.1
5190,82,0.0433,59.6
5191,69,0.0408,58.9
5192,94,0.0506,57.7
5193,71,0.0399,57.4
5194,69,0.0377,59.5
5195,92,0.045,59.1
5196,70,0.0416,60
5197,69,0.0419,62.1
5198,98,0.0556,61
5199,70,0.0436,61.5
5200,58,0.0381,62.6
5201,69,0.0479,56.7
5202,77,0.0395,62.5
5203,53,0.0358,64.1
5204,75,0.0476,60.6
5205,74,0.0407,61.7
5206,83,0.0479,61.4
5207,76,0.0435,62.3
5208,51,0.0335,63.5
5209,50,0.0381,64.6
5210,83,0.055,61.1
5211,56,0.0399,62.8
5212,78,0.0422,65.7
5213,66,0.0535,61.7
5214,68,0.043,62.5
5215,64,0.0416,63.1
5216,65,0.0406,64.8
5217,85,0.0487,66
5218,77,0.0497,64
5219,90,0.0507,66.1
5220,64,0.0415,65.1
5221,81,0.0462,65.8
5222,86,0.057,63.5
5223,75,0.0395,67.9
5224,83,0.0456,67.9
5225,100,0.0568,65.7
5226,87,0.0536,65.5
5227,113,0.0616,65.4
5228,109,0.063,63
5229,126,0.0631,65.9
5230,179,0.0921,64.9
5231,146,0.0732,65.9
5232,163,0.074,67.2
5233,180,0.0839,66.6
5234,230,0.1121,65.6
5235,196,0.0841,67.9
5236,229,0.0927,69.2
5237,285,0.1117,70.1
5238,302,0.1264,69.2
5239,288,0.1049,70.7
5240,368,0.1392,69.8
5241,349,0.1357,69.3
5242,431,0.1612,68.1
5243,411,0.1535,68
5244,457,0.1562,69.3
5245,452,0.1757,67
5246,455,0.1749,66.1
5247,496,0.1813,65.8
5248,439,0.1999,59.5
5249,405,0.2365,52.1
5250,409,0.2188,49.9
5251,455,0.2057,52.5
5252,472,0.2194,54.2
5253,422,0.1641,60.1
5254,475,0.1805,62.2
5255,440,0.1621,64.4
5256,469,0.186,64
5257,401,0.1507,61.4
5258,417,0.1676,59.4
5259,478,0.1712,59.5
5260,440,0.1651,59.1
5261,483,0.1699,58.7
5262,498,0.1776,59
5263,424,0.2436,48.7
5264,496,0.25,45.6
5265,481,0.2504,44.6
5266,492,0.2712,42.7
5267,441,0.2455,41.1
5268,462,0.1901,44.9
5269,420,0.2044,44.3
5270,449,0.2749,40.8
5271,501,0.2178,44.1
5272,462,0.2525,42.7
5273,496,0.2643,41.6
5274,491,0.197,45.7
5275,464,0.2015,46.8
5276,482,0.1826,49.6
5277,453,0.1717,51.3
5278,460,0.21,48.7
5279,499,0.2177,48.7
5280,475,0.1739,52.8
5281,462,0.1516,57.3
5282,439,0.152,59.2
5283,415,0.154,59.4
5284,398,0.1514,59.1
5285,411,0.1461,59.6
5286,450,0.1617,59.3
5287,422,0.1559,59.8
5288,450,0.1854,57.9
5289,494,0.1794,58.5
5290,456,0.1618,59.4
5291,391,0.1459,60.3
5292,406,0.1486,59.9
5293,407,0.1597,59.3
5294,351,0.1499,57.3
5295,382,0.1496,58
5296,407,0.1568,58.3
5297,372,0.1481,58.5
5298,397,0.1652,57.5
5299,380,0.1605,56.7
5300,427,0.1656,57
5301,355,0.1362,57.9
5302,358,0.1493,57.9
5303,376,0.15,58.2
5304,373,0.1456,57.7
5305,367,0.1572,56.6
5306,362,0.1666,54.8
5307,354,0.1548,55.3
5308,369,0.1557,57.1
5309,383,0.1639,57.4
5310,349,0.1444,57.8
5311,345,0.152,57.6
5312,369,0.1505,57.5
5313,379,0.1524,58
5314,348,0.1416,58.4
5315,325,0.1394,57.7
5316,315,0.1415,57.4
5317,340,0.1473,57.1
5318,344,0.1471,57.3
5319,349,0.1446,58.4
5320,355,0.1517,57.4
5321,345,0.1491,56.4
5322,359,0.1639,56.4
5323,296,0.1355,57
5324,340,0.147,56.3
5325,334,0.1343,57.4
5326,317,0.1435,57.1
5327,364,0.1567,56.5
5328,355,0.1361,57.8
5329,350,0.1407,58.3
5330,393,0.1589,58.2
5331,355,0.1328,59
5332,354,0.1541,58
5333,398,0.1623,58.4
5334,360,0.1467,58.1
5335,321,0.1463,58.7
5336,338,0.1448,57.1
5337,372,0.1523,56.1
5338,362,0.1636,56.5
5339,359,0.1383,57.8
5340,333,0.1351,57.4
5341,362,0.1508,58.8
5342,372,0.1546,58.3
5343,354,0.1505,57.6
5344,322,0.1377,57
5345,345,0.142,58.4
5346,387,0.1479,58.4
5347,395,0.156,58.1
5348,408,0.146,59.7
5349,489,0.1664,60
5350,406,0.1555,59.9
5351,452,0.1671,59.4
5352,412,0.1573,58.8
5353,436,0.1556,59.6
5354,406,0.1578,58.5
5355,411,0.1491,59.8
5356,441,0.1608,59.2
5357,438,0.1698,58.9
5358,415,0.152,60
5359,432,0.1567,58.7
5360,406,0.1454,59.9
5361,425,0.1563,59.4
5362,470,0.1544,61.4
5363,413,0.1362,61.9
5364,454,0.1598,60.6
5365,435,0.1572,60.3
5366,460,0.1544,60.4
5367,423,0.1431,60.8
5368,461,0.1469,61.8
5369,410,0.1431,62.2
5370,426,0.1495,61.3
5371,421,0.1435,61.3
5372,415,0.1456,61.2
5373,459,0.1503,61.2
5374,464,0.1464,62.7
5375,455,0.1452,62.9
5376,460,0.1413,63.5
5377,448,0.1476,62.8
5378,428,0.1359,63
5379,452,0.1448,62.5
5380,446,0.1421,63.2
5381,424,0.1332,63.2
5382,406,0.1361,63.2
5383,415,0.1403,63
5384,439,0.1518,62.1
5385,457,0.1476,62.5
5386,509,0.159,63.3
5387,490,0.1565,62.8
5388,452,0.1378,64.7
5389,487,0.1399,65.2
5390,437,0.1292,65.3
5391,514,0.1626,64.2
5392,513,0.1526,65
5393,499,0.1523,63.3
5394,489,0.1699,60
5395,474,0.1622,58
5396,473,0.1748,55.5
5397,450,0.1651,54.2
5398,482,0.1535,57.5
5399,452,0.135,61.9
5400,450,0.1363,62.8
5401,415,0.1322,63.8
5402,393,0.1233,64
5403,442,0.1425,64
5404,446,0.1441,64.8
5405,434,0.1315,65.1
5406,449,0.142,64.5
5407,436,0.1317,65.6
5408,365,0.1157,65.9
5409,385,0.1159,66.1
5410,348,0.1125,66
5411,322,0.1054,67
5412,309,0.1091,64.6
5413,289,0.0999,64.8
5414,278,0.101,64.1
5415,299,0.1118,63.2
5416,351,0.1143,64.1
5417,317,0.1034,65.8
5418,283,0.0945,64.9
5419,291,0.0955,65.6
5420,295,0.1082,64
5421,313,0.1052,63.2
5422,283,0.0938,63.9
5423,299,0.107,62.5
5424,223,0.0897,61.7
5425,261,0.0909,62.6
5426,285,0.0957,63.5
5427,279,0.0956,63.6
5428,296,0.1025,64.2
5429,287,0.1014,63.5
5430,284,0.0952,63.2
5431,272,0.0997,62.1
5432,254,0.0893,63.5
5433,261,0.0977,61.7
5434,269,0.0921,63.7
5435,254,0.0899,62.9
5436,273,0.0955,62.9
5437,272,0.0986,64.3
5438,260,0.0969,63.8
5439,266,0.0953,65.5
5440,280,0.0959,65.9
5441,278,0.1007,65.3
5442,263,0.0899,65.2
5443,264,0.0921,66
5444,236,0.0841,66.3
5445,283,0.0952,66.2
5446,260,0.0902,66.5
5447,233,0.095,63.6
5448,249,0.0933,63.8
5449,214,0.0854,63.8
5450,248,0.0864,65.5
5451,280,0.0969,65.4
5452,206,0.0923,63.5
5453,194,0.0664,66.4
5454,207,0.0805,65.6
5455,179,0.0716,66.5
5456,174,0.0693,65.9
5457,204,0.0769,65.6
5458,186,0.0716,64.7
5459,134,0.0635,61.9
5460,169,0.0736,62.1
5461,166,0.0771,62.3
5462,119,0.0517,64.6
5463,149,0.0698,63.9
5464,149,0.0627,64.5
5465,160,0.0616,65.9
5466,112,0.0508,66.4
5467,148,0.0664,63
5468,116,0.0518,64.9
5469,132,0.0576,65.4
5470,155,0.0654,64.3
5471,121,0.0616,62.3
5472,111,0.0517,61.7
5473,100,0.0526,66.5
5474,89,0.0438,66
5475,108,0.0541,64.3
5476,99,0.0518,62.8
5477,100,0.0538,60.8
5478,103,0.0512,62.1
5479,64,0.0367,65.3
5480,80,0.039,68.1
5481,103,0.05,66.1
5482,91,0.0519,63.2
5483,89,0.0475,63.5
5484,85,0.0423,65.5
5485,83,0.0495,63.8
5486,71,0.0396,67.8
5487,80,0.0525,63.7
5488,101,0.0563,65.2
5489,88,0.0492,64.7
5490,89,0.0482,66.4
5491,52,0.0347,66.8
5492,71,0.0464,65.2
5493,78,0.0461,64.1
5494,93,0.0494,64.8
5495,84,0.0485,63.2
5496,80,0.0468,63
5497,80,0.057,61.2
5498,72,0.0492,61.3
5499,89,0.052,63.2
5500,89,0.0593,61
5501,73,0.0489,61.1
5502,84,0.0566,60.6
5503,75,0.0472,61.8
5504,85,0.0571,60.9
5505,74,0.0484,63.6
5506,71,0.0425,65.8
5507,88,0.0483,67.1
5508,84,0.0569,62.3
5509,73,0.0433,65.7
5510,98,0.0546,65.5
5511,81,0.0492,66.2
5512,109,0.0602,65.1
5513,125,0.0746,63.6
5514,111,0.0581,67
5515,108,0.0562,67.5
5516,128,0.068,66.4
5517,149,0.068,68.1
5518,137,0.0632,68.6
5519,143,0.0747,66.8
5520,156,0.0755,66.6
5521,166,0.0789,67.5
5522,177,0.0828,67.3
5523,234,0.0983,69.3
5524,222,0.0938,68.1
5525,285,0.1014,71.5
5526,269,0.1043,71.3
5527,296,0.1184,70
5528,308,0.1232,69.4
5529,359,0.1377,69.2
5530,434,0.155,69.3
5531,414,0.1575,68.9
5532,466,0.1665,69.4
5533,449,0.1666,68.8
5534,465,0.1731,67.3
5535,459,0.2025,61.4
5536,446,0.2038,58.4
5537,476,0.2324,57.1
5538,424,0.2001,54.4
5539,430,0.2083,53.2
5540,461,0.1997,55.6
5541,430,0.1696,59.3
5542,486,0.1797,63.4
5543,490,0.1682,66.7
5544,399,0.1498,67.9
5545,424,0.1546,64.3
5546,430,0.1532,62.4
5547,419,0.1599,60.5
5548,433,0.1497,60.4
5549,452,0.1857,56.9
5550,491,0.1918,56.5
5551,497,0.1728,57.9
5552,490,0.1762,59.3
5553,457,0.1825,54.6
5554,490,0.2636,48.3
5555,495,0.2588,45
5556,462,0.2639,42.6
5557,481,0.2237,45.6
5558,459,0.1644,53
5559,482,0.1887,55.1
5560,502,0.1709,57.8
5561,508,0.1709,60
5562,463,0.1626,59.5
5563,445,0.1993,53.3
5564,445,0.2037,49.5
5565,501,0.2362,47.7
5566,470,0.1742,50.8
5567,456,0.1956,49.3
5568,481,0.2183,48.3
5569,464,0.1936,49
5570,441,0.1907,48.7
5571,423,0.2297,45.3
5572,434,0.2363,44.1
5573,441,0.1916,45.6
5574,409,0.1577,50.6
5575,465,0.1777,54
5576,449,0.1618,56.9
5577,488,0.1845,57.9
5578,458,0.1601,58.9
5579,473,0.176,58.7
5580,481,0.1816,58.3
5581,393,0.1456,58.9
5582,372,0.1471,59.9
5583,427,0.1554,60.2
5584,433,0.1784,58.6
5585,444,0.1723,57.5
5586,422,0.1558,59.3
5587,418,0.157,59.7
5588,459,0.1783,58.6
5589,454,0.1715,59
5590,424,0.1747,58.5
5591,417,0.1541,58.6
5592,395,0.1504,59.4
5593,408,0.1661,59.5
5594,364,0.1533,57.8
5595,391,0.1637,57.4
5596,365,0.1412,59.3
5597,426,0.1531,59.5
5598,358,0.1421,59.4
5599,363,0.1513,57.6
5600,366,0.1546,56.7
5601,390,0.153,58
5602,331,0.1412,57.3
5603,363,0.137,59.4
5604,304,0.1202,58.9
5605,353,0.1375,59
5606,320,0.1331,58.3
5607,343,0.1246,61.2
5608,348,0.1443,59.5
5609,379,0.159,56.8
5610,384,0.1971,52.9
5611,420,0.2455,47.5
5612,387,0.3248,38.9
5613,317,0.4524,31.3
5614,355,0.4082,28.3
5615,397,0.2267,34
5616,385,0.2126,38.2
5617,402,0.1831,42.8
5618,424,0.172,49.1
5619,418,0.161,53.5
5620,410,0.1493,57.2
5621,429,0.1556,58.3
5622,417,0.1618,58.8
5623,392,0.1476,59.5
5624,401,0.1552,59.4
5625,413,0.1547,60.5
5626,397,0.1443,61.3
5627,395,0.145,61.3
5628,377,0.1464,60.6
5629,376,0.1458,60.3
5630,367,0.1389,60.7
5631,405,0.1526,60.9
5632,384,0.1521,56.7
5633,349,0.2212,48.7
5634,326,0.3759,38
5635,300,0.4322,30.2
5636,272,0.4559,25.6
5637,315,0.4349,24.7
5638,313,0.423,24.7
5639,331,0.3466,26.5
5640,309,0.4314,24.6
5641,311,0.4116,24.3
5642,347,0.3848,26.3
5643,327,0.3672,26.2
5644,407,0.2653,31.4
5645,428,0.2341,36.2
5646,444,0.1844,42.5
5647,395,0.1634,49.7
5648,421,0.1567,54.3
5649,393,0.1632,56.9
5650,435,0.1677,58
5651,486,0.1551,60.3
5652,439,0.1573,60.4
5653,424,0.1569,59.6
5654,471,0.1624,60.6
5655,419,0.1506,61.4
5656,441,0.1555,60.7
5657,436,0.1522,60.4
5658,445,0.1531,61.1
5659,459,0.1561,61
5660,421,0.1434,61.9
5661,462,0.1613,61.9
5662,471,0.1662,60.8
5663,472,0.1575,61.5
5664,355,0.1301,62.1
5665,347,0.1381,61
5666,468,0.1733,58.8
5667,487,0.1723,58.7
5668,482,0.1586,59.7
5669,402,0.1469,58.9
5670,479,0.1456,62.4
5671,455,0.1481,62.6
5672,445,0.151,62.4
5673,424,0.1529,61.2
5674,457,0.1553,61.7
5675,483,0.1498,62.9
5676,436,0.1379,64.5
5677,475,0.1534,63.9
5678,487,0.146,64.8
5679,487,0.1535,64.5
5680,495,0.1752,60
5681,510,0.1904,57.3
5682,497,0.2112,52.9
5683,513,0.2099,51.2
5684,445,0.1588,53.3
5685,487,0.1681,55.1
5686,505,0.1689,56.5
5687,480,0.1586,58.1
5688,480,0.1443,62
5689,475,0.1511,63.6
5690,474,0.1481,64.8
5691,484,0.1453,65.3
5692,486,0.1529,65.3
5693,412,0.1217,67.2
5694,407,0.1287,67.8
5695,421,0.1381,65.3
5696,463,0.1478,65
5697,394,0.1278,65.4
5698,379,0.1219,65.7
5699,365,0.1152,65.9
5700,365,0.1202,65.2
5701,364,0.1256,64.3
5702,322,0.1147,63.3
5703,344,0.1263,62.4
5704,357,0.1191,63.8
5705,296,0.1116,63.2
5706,318,0.1168,62.2
5707,285,0.1063,61.8
5708,278,0.0976,63.6
5709,296,0.099,64.1
5710,272,0.1031,63.6
5711,315,0.1127,63.1
5712,302,0.1072,64.1
5713,316,0.1134,62.6
5714,257,0.101,62.2
5715,281,0.0919,63.8
5716,277,0.1039,63.2
5717,270,0.0904,63.9
5718,286,0.0959,65.2
5719,265,0.095,64.1
5720,268,0.0981,63.1
5721,249,0.0966,62.1
5722,311,0.1139,61.8
5723,269,0.0903,63
5724,268,0.0965,63.8
5725,289,0.1052,63.8
5726,296,0.0978,64.1
5727,285,0.0979,65.2
5728,303,0.1061,64.2
5729,265,0.0925,63.8
5730,295,0.0975,64.9
5731,284,0.093,65.9
5732,263,0.089,65.8
5733,254,0.0861,65.4
5734,266,0.0938,65.1
5735,210,0.0818,63.8
5736,262,0.0981,61.7
5737,253,0.0898,61.6
5738,225,0.0813,63.6
5739,215,0.0813,63.3
5740,248,0.0912,63
5741,234,0.0847,63.9
5742,225,0.0871,63.1
5743,214,0.0829,61.2
5744,183,0.0723,62.4
5745,196,0.0773,62.1
5746,203,0.0755,64
5747,203,0.0831,61.9
5748,184,0.0733,61.1
5749,157,0.0702,61.2
5750,174,0.0773,60.4
5751,152,0.0717,61.3
5752,174,0.0719,61.9
5753,151,0.0637,62
5754,131,0.0557,63.9
5755,131,0.0545,64.1
5756,114,0.0496,66
5757,142,0.0599,65.4
5758,107,0.0469,66
5759,116,0.0591,62.7
5760,124,0.0546,63.9
5761,107,0.05,66.2
5762,110,0.0519,66.2
5763,129,0.0652,64.1
5764,106,0.048,67.1
5765,102,0.0515,66.2
5766,102,0.056,63.4
5767,101,0.0547,62.4
5768,89,0.0446,63.7
5769,74,0.0454,61.5
5770,81,0.0459,62.9
5771,96,0.0429,66.2
5772,78,0.0425,65.7
5773,76,0.0396,67.9
5774,82,0.0401,69.3
5775,79,0.0415,69.4
5776,80,0.0441,68.1
5777,95,0.0538,65.2
5778,70,0.0432,65.2
5779,91,0.0454,66.9
5780,84,0.0532,62.6
5781,82,0.0509,60.8
5782,66,0.0379,65.4
5783,77,0.0497,63.4
5784,63,0.0404,64.7
5785,89,0.057,61.4
5786,73,0.0491,62.8
5787,61,0.0439,61.8
5788,78,0.0463,63.7
5789,82,0.0556,61.6
5790,87,0.0513,62.5
5791,80,0.0577,60.8
5792,70,0.0473,61
5793,75,0.0528,58.7
5794,93,0.0571,61
5795,85,0.0519,61
5796,93,0.0569,61
5797,89,0.0538,61.2
5798,83,0.051,60.4
5799,97,0.0594,61
5800,99,0.0534,63.2
5801,101,0.0528,65.9
5802,96,0.0546,65.1
5803,117,0.0612,66
5804,133,0.0694,65.6
5805,134,0.0744,64.6
5806,159,0.0788,65
5807,154,0.0868,63.2
5808,177,0.089,62.4
5809,162,0.0843,63.5
5810,206,0.0904,65.2
5811,170,0.084,66.1
5812,244,0.0943,69.2
5813,274,0.1111,68.9
5814,285,0.1076,70.8
5815,324,0.1365,68.5
5816,339,0.1278,69.7
5817,403,0.1693,67.9
5818,393,0.1457,68.7
5819,401,0.1447,69.7
5820,437,0.1714,68
5821,414,0.1651,66.3
5822,395,0.142,66.8
5823,470,0.1884,64.5
5824,483,0.1868,64
5825,462,0.2002,60.4
5826,431,0.2132,55.9
5827,474,0.1791,60.2
5828,380,0.1999,55.3
5829,463,0.2533,51
5830,462,0.2391,49.6
5831,447,0.2178,49.4
5832,454,0.2208,50.8
5833,398,0.1625,52.7
5834,466,0.1749,55.5
5835,456,0.1773,56.1
5836,462,0.1638,58.2
5837,480,0.1658,59.9
5838,477,0.1637,60.4
5839,510,0.1708,60.4
5840,440,0.2273,51.1
5841,411,0.1967,48.3
5842,447,0.1976,47.4
5843,478,0.2047,47.6
5844,464,0.2045,47.3
5845,440,0.2112,45.9
5846,391,0.1618,50
5847,459,0.1708,54.5
5848,447,0.1669,55.7
5849,514,0.1773,57.4
5850,422,0.1681,57.8
5851,468,0.157,59.4
5852,517,0.1847,58.3
5853,497,0.1684,59.1
5854,489,0.1618,60.7
5855,455,0.1586,61.3
5856,459,0.1695,60.1
5857,451,0.1587,59.4
5858,445,0.1688,59.2
5859,443,0.1675,59.1
5860,435,0.1644,57.9
5861,443,0.1759,57.8
5862,434,0.1532,59.2
5863,450,0.1663,59.9
5864,501,0.1843,59.2
5865,451,0.165,59.1
5866,459,0.1777,58.7
5867,457,0.1651,58.7
5868,429,0.1739,57.5
5869,427,0.1695,58.1
5870,387,0.1626,57.5
5871,392,0.1659,57.5
5872,394,0.1669,56.2
5873,440,0.1756,56.7
5874,397,0.1623,57.4
5875,427,0.1634,57.7
5876,448,0.1764,57.9
5877,464,0.1675,57.9
5878,429,0.16,58.5
5879,407,0.1549,58.5
5880,444,0.1736,58.4
5881,377,0.1698,56.6
5882,358,0.1573,57.7
5883,423,0.1913,56.4
5884,407,0.1632,56.7
5885,433,0.1674,57.3
5886,425,0.17,56.8
5887,425,0.1674,57.8
5888,447,0.1722,58.4
5889,426,0.1749,57.5
5890,399,0.1703,57.3
5891,439,0.1788,57.3
5892,423,0.1588,57.4
5893,409,0.1585,58.3
5894,429,0.1856,57.2
5895,412,0.1631,57.9
5896,395,0.1717,56.8
5897,363,0.1511,57.6
5898,408,0.1776,57.6
5899,358,0.1319,59.3
5900,384,0.1411,59.7
5901,412,0.1892,57.4
5902,389,0.1393,59.5
5903,394,0.1589,58.4
5904,393,0.1514,59.3
5905,376,0.1622,57.9
5906,446,0.1672,59.1
5907,410,0.1707,58.3
5908,406,0.1491,58.8
5909,406,0.1553,59.2
5910,377,0.1464,58.5
5911,479,0.1815,58.4
5912,381,0.1532,58
5913,402,0.1609,58.4
5914,404,0.1595,58.9
5915,426,0.1658,58.6
5916,428,0.152,60
5917,414,0.1627,58.4
5918,411,0.1666,58.9
5919,427,0.1697,57.5
5920,440,0.1571,59.9
5921,440,0.1614,59.8
5922,424,0.1717,59.2
5923,428,0.1535,60.7
5924,416,0.1713,59.5
5925,422,0.1659,59.2
5926,419,0.1568,59.4
5927,469,0.1702,59.2
5928,427,0.1608,59.2
5929,437,0.1509,59.7
5930,448,0.1751,59.5
5931,397,0.1494,59.3
5932,489,0.1739,59.4
5933,453,0.1595,60.4
5934,440,0.1613,59.8
5935,435,0.158,59.2
5936,482,0.1638,60.9
5937,434,0.1526,61.5
5938,433,0.1597,60.7
5939,449,0.1678,58.8
5940,379,0.151,57.8
5941,440,0.1637,58.4
5942,465,0.1669,58.7
5943,415,0.1533,59
5944,409,0.1437,59.9
5945,421,0.1484,60.5
5946,360,0.1284,61.3
5947,399,0.1402,60.6
5948,414,0.1477,59.8
5949,395,0.1701,58.3
5950,441,0.1455,59.6
5951,445,0.1452,60.7
5952,442,0.1402,62.2
5953,449,0.1424,63.3
5954,438,0.1596,61.2
5955,475,0.156,62.2
5956,435,0.1494,61.8
5957,442,0.1516,61.9
5958,448,0.1451,62.5
5959,472,0.1533,62.7
5960,436,0.1432,62.9
5961,440,0.1477,62.5
5962,434,0.1347,63.6
5963,476,0.1535,63.1
5964,412,0.1347,62.7
5965,439,0.1387,63.1
5966,441,0.1382,64.1
5967,481,0.1507,63.6
5968,484,0.1512,63.9
5969,519,0.1593,64.4
5970,498,0.1439,66.2
5971,531,0.1656,64.9
5972,496,0.1572,64
5973,493,0.1443,64.7
5974,488,0.1498,64.5
5975,494,0.152,64.4
5976,480,0.145,65.1
5977,462,0.1481,63.4
5978,478,0.1533,63.1
5979,498,0.1558,64.1
5980,445,0.1578,62.5
5981,449,0.1523,63.2
5982,390,0.1281,64.5
5983,413,0.1362,64.6
5984,389,0.127,65.3
5985,411,0.1295,65.6
5986,390,0.1424,63.6
5987,359,0.1209,63.7
5988,307,0.1117,62.9
5989,332,0.1176,63.5
5990,307,0.1013,63.9
5991,351,0.1257,63.1
5992,306,0.1156,62.3
5993,340,0.1216,61.4
5994,311,0.107,63.5
5995,290,0.1041,63.3
5996,313,0.1085,63.7
5997,290,0.1078,62.9
5998,263,0.1018,62.4
5999,294,0.0983,62.7
6000,255,0.0938,62.6
6001,277,0.1018,62.7
6002,284,0.093,64.1
6003,292,0.1052,63.1
6004,269,0.0942,63.5
6005,294,0.1041,62.7
6006,284,0.1041,62.6
6007,285,0.1097,61.2
6008,272,0.0932,63.1
6009,270,0.097,63.4
6010,311,0.1042,62.5
6011,285,0.103,62.7
6012,319,0.1131,62.3
6013,284,0.1154,61.4
6014,290,0.1063,62.7
6015,265,0.0922,65.2
6016,307,0.0989,66.4
6017,273,0.0975,66.5
6018,275,0.0922,67
6019,285,0.0886,68.9
6020,258,0.0968,66.8
6021,300,0.1072,66.6
6022,288,0.103,65.7
6023,246,0.0958,65.1
6024,282,0.1034,63.7
6025,262,0.0947,63.6
6026,267,0.0984,63.2
6027,259,0.092,63.4
6028,236,0.0813,64.9
6029,245,0.0969,62.7
6030,201,0.0743,64
6031,219,0.0845,63
6032,214,0.0843,62.8
6033,215,0.0842,62.8
6034,185,0.0654,65.3
6035,177,0.0734,63
6036,175,0.0728,62.3
6037,199,0.0759,63.1
6038,161,0.0725,60.2
6039,170,0.0705,61
6040,191,0.0767,62.5
6041,225,0.0509,68.9
6042,208,0.0468,68.5
6043,212,0.0483,68.8
6044,207,0.047,68.4
6045,204,0.0463,68.4
6046,196,0.0437,68.4
6047,185,0.0411,68.7
6048,183,0.0421,69.1
6049,171,0.0388,69.1
6050,114,0.0469,65.9
6051,128,0.0562,65.4
6052,155,0.0366,68.5
6053,151,0.0354,68.3
6054,143,0.0338,68
6055,53,0.0707,53.5
6056,97,0.0526,58.3
6057,106,0.0575,60.1
6058,83,0.0441,62.6
6059,110,0.0552,62
6060,96,0.0512,62.5
6061,102,0.0517,65.5
6062,84,0.0459,65.5
6063,76,0.0484,65.2
6064,80,0.047,64.6
6065,74,0.0491,64.1
6066,57,0.0416,63
6067,88,0.0503,64.5
6068,93,0.0493,64.5
6069,100,0.0579,63.2
6070,84,0.0471,63.2
6071,75,0.0444,62.3
6072,71,0.0471,61.4
6073,90,0.0557,62.8
6074,102,0.0618,63.3
6075,56,0.036,65.2
6076,69,0.0422,67.5
6077,84,0.0479,68.4
6078,79,0.0522,65.6
6079,90,0.0505,66.8
6080,84,0.0496,65.9
6081,93,0.0524,67.6
6082,83,0.0489,68.3
6083,85,0.0553,66.4
6084,90,0.0498,67.5
6085,97,0.0613,65.1
6086,107,0.0671,62.9
6087,103,0.0586,64
6088,83,0.0445,66.7
6089,93,0.0515,67
6090,99,0.0548,66.3
6091,121,0.0625,66.9
6092,149,0.0732,66.8
6093,146,0.0725,66.7
6094,146,0.0751,66.2
6095,142,0.0658,68.4
6096,150,0.0739,69
6097,159,0.0771,67.7
6098,207,0.0917,66.9
6099,204,0.0932,65.8
6100,226,0.0918,67.3
6101,285,0.1154,67.4
6102,277,0.1134,67.8
6103,323,0.1244,68.1
6104,338,0.1281,68.3
6105,315,0.1206,68.2
6106,411,0.1552,67.7
6107,352,0.13,68.9
6108,375,0.1464,67.4
6109,395,0.146,67
6110,420,0.1725,64.7
6111,456,0.1644,65.2
6112,397,0.1479,66
6113,420,0.1627,64.3
6114,383,0.1565,63.9
6115,443,0.1627,65.2
6116,384,0.1684,63.1
6117,408,0.1541,63.6
6118,439,0.1598,64.5
6119,408,0.1409,67.5
6120,326,0.1213,68
6121,376,0.139,64.1
6122,426,0.1535,61.9
6123,363,0.1444,60
6124,390,0.1431,59.2
6125,448,0.171,58.6
6126,471,0.161,59.2
6127,452,0.1615,58.8
6128,421,0.1465,61.1
6129,436,0.1508,60.9
6130,464,0.154,61.2
6131,478,0.1673,60.5
6132,420,0.1523,60
6133,428,0.1483,60.8
6134,402,0.1366,62.4
6135,481,0.1662,61.1
6136,387,0.1427,60.7
6137,474,0.1682,59.2
6138,437,0.1496,60.4
6139,407,0.1393,61.1
6140,450,0.1548,60.5
6141,440,0.1485,60.9
6142,475,0.1674,59.3
6143,482,0.1614,59.4
6144,477,0.1696,59.2
6145,441,0.1648,59.2
6146,465,0.1717,58.6
6147,435,0.1675,58
6148,476,0.1794,57.6
6149,472,0.1732,58.4
6150,441,0.1558,58.6
6151,411,0.1514,58.9
6152,453,0.1597,59.1
6153,451,0.1749,58.3
6154,429,0.1788,57.5
6155,445,0.1641,57.6
6156,418,0.1498,58.5
6157,386,0.1512,57.8
6158,439,0.1834,57.1
6159,406,0.1693,56.7
6160,451,0.1947,55.1
6161,475,0.1804,56.5
6162,423,0.1655,56
6163,443,0.173,56
6164,471,0.1828,56.1
6165,419,0.173,56.3
6166,461,0.1951,56.3
6167,435,0.1621,57.3
6168,433,0.1704,55.9
6169,396,0.1571,57.7
